"","isocode","country","cont","ggdp","gpop","open60","sav60","lxrd60","lxrdav","savav","openav","lgdp60","lpop60"
"79","TTO","Trinidad &Tobago","S. America",1.87072026729584,0.727067470550537,143.248840332031,22.8656063079834,0.654370963573456,0.673876106739044,18.9622611999512,100.291954040527,2.07841539382935,-0.172985225915909
"80","PER","Peru","S. America",0.601870357990265,2.50163316726685,54.8284721374512,34.5889091491699,1.24510014057159,0.960251748561859,18.9016647338867,41.1976356506348,1.38475358486176,2.29566121101379
"81","NIC","Nicaragua","S. America",-0.72782975435257,2.92661452293396,60.5296936035156,5.35955476760864,1.45251715183258,1.25421559810638,8.4796142578125,53.2670402526855,1.76170086860657,0.400585204362869
"82","JAM","Jamaica","S. America",0.522725045681,1.21474969387054,71.306999206543,22.4403743743896,0.540677905082703,0.57096791267395,17.1887016296387,89.699577331543,1.47993099689484,0.489673942327499
"83","COL","Colombia","S. America",1.71129596233368,2.278400182724,27.4797668457031,12.9225959777832,0.638089716434479,0.801982522010803,12.2527847290039,29.1270236968994,1.29955995082855,2.76962971687317
"84","BRA","Brazil","S. America",2.29315114021301,2.23880314826965,6.99588632583618,20.5601119995117,0.131852120161057,0.406341522932053,19.2495403289795,13.1802606582642,1.21609973907471,4.27241849899292
"85","PRY","Paraguay","S. America",1.6348682641983,2.68342852592468,35.4295349121094,6.38685417175293,1.19580280780792,1.01532471179962,10.7233772277832,46.3095741271973,1.16919600963593,0.646861255168915
"86","CRI","Costa Rica","S. America",1.33309400081635,2.72405624389648,40.5339469909668,6.07314491271973,0.550730228424072,0.698660612106323,8.21678352355957,63.938232421875,1.76057112216949,0.22155986726284
"87","GTM","Guatemala","S. America",1.06380009651184,2.92706727981567,27.175163269043,7.18532705307007,0.804685294628143,0.892049551010132,7.5321798324585,39.1354751586914,1.17411160469055,1.38020265102386
"88","VEN","Venezuela","S. America",0.27283588051796,2.84101939201355,43.0759162902832,21.0374507904053,-0.0767661556601524,0.301235884428024,17.8513927459717,46.7023696899414,2.06640553474426,2.02240586280823
"89","BOL","Bolivia","S. America",0.41686162352562,2.16148090362549,38.8546104431152,11.3291673660278,1.04383766651154,0.941701710224152,10.3477983474731,48.9984359741211,1.128626704216,1.23374700546265
"90","ARG","Argentina","S. America",0.8804692029953,1.49553096294403,9.5479793548584,17.382194519043,0.19426754117012,0.34322988986969,16.0170135498047,13.8525924682617,2.22626209259033,3.02606797218323
"91","HND","Honduras","S. America",0.590618908405304,2.89006018638611,45.8878173828125,8.27400779724121,0.756041884422302,0.764041364192963,12.2401247024536,68.1760559082031,0.803899884223938,0.668670058250427
"92","SLV","El Salvador","S. America",0.982221305370331,2.15892553329468,45.2568435668945,8.09142875671387,1.16844844818115,1.11207890510559,7.69733715057373,56.0829582214355,1.35750126838684,0.948402762413025
"93","CHL","Chile","S. America",1.84845125675201,1.73008120059967,29.795072555542,29.3497219085693,0.650374114513397,0.655198872089386,18.7327842712402,43.8626403808594,1.84653830528259,2.02621865272522
"94","DOM","Dominican Republic","S. America",2.66376304626465,2.37435221672058,68.9692230224609,5.13109159469604,0.606268882751465,0.755264461040497,10.1704769134521,76.2016067504883,0.998263657093048,1.17294275760651
"95","BRB","Barbados","S. America",1.81225645542145,0.411359220743179,98.74853515625,5.80642318725586,1.41726696491241,0.932263195514679,4.9975905418396,114.205284118652,2.16286158561707,-1.45955777168274
"96","URY","Uruguay","S. America",1.35216116905212,0.688981890678406,17.2996635437012,14.3898115158081,0.324333757162094,0.583185255527496,13.0309906005859,33.3512153625488,1.96547532081604,0.92860221862793
"97","PAN","Panama","S. America",2.71917462348938,2.26204538345337,132.864791870117,14.1171951293945,0.334512531757355,0.488324731588364,18.4353523254395,155.472106933594,1.157346367836,0.137681469321251
